Sr_no,Cases,Education,Applicant_Income,Family_Income,Total_assets,Business_type,Credit,Loan_Amount,Loan_Amount_Term,Rating_Reviewportal,Daily_Sales,Competition,Rent_Wages,Size_Shop,Location,Supply,Total_Workers,No_customers,Freq_Supply_pay,Nature,Loan_Status
535,4,Not Graduate,18165,0,1,Yes,Yes,125,360,1,5,3,5,2,1,0,5,4,2,3,Y
536,4,Not Graduate,2550,2042,0,Yes,Yes,126,360,5,2,3,3,2,2,4,0,5,3,3,Y
537,4,Graduate,6133,3906,4,No,No,324,360,3,1,2,3,5,0,3,3,3,1,5,Y
538,2,Graduate,3617,0,4,Yes,Yes,107,360,5,4,4,3,0,0,1,4,3,4,3,Y
539,0,Not Graduate,2917,536,2,No,No,66,360,1,3,0,5,2,4,1,7,2,2,2,N
540,3,Graduate,6417,0,3,No,No,157,180,0,3,4,3,5,0,4,2,4,0,2,Y
541,1,Graduate,4608,2845,2,Yes,No,140,180,1,2,5,3,3,0,0,7,4,5,4,Y
542,1,Graduate,2138,0,1,No,Yes,99,360,5,4,1,5,1,4,2,5,4,2,1,N
543,0,Graduate,3652,0,3,Yes,No,95,360,5,4,1,3,5,5,5,1,1,4,2,Y
544,0,Not Graduate,2239,2524,0,Yes,No,128,360,2,0,0,3,3,5,3,6,3,3,3,Y
545,1,Not Graduate,3017,663,2,Yes,No,102,360,1,4,1,0,4,3,5,6,1,2,0,Y
546,3,Graduate,2768,1950,0,No,No,155,360,5,2,5,1,2,3,2,0,2,4,2,Y
547,2,Not Graduate,3358,0,2,Yes,Yes,80,36,5,3,3,1,2,2,2,2,1,3,0,N
548,2,Graduate,2526,1783,0,Yes,No,145,360,5,4,4,2,0,0,2,3,4,2,1,Y
549,0,Graduate,5000,0,4,Yes,No,103,360,5,3,1,5,2,2,5,0,4,1,0,N
550,0,Graduate,2785,2016,0,No,Yes,110,360,2,3,1,5,0,2,1,3,0,4,3,Y
551,0,Graduate,6633,0,2,No,Yes,,360,2,0,1,2,0,2,2,3,4,1,5,N
552,2,Not Graduate,2492,2375,1,Yes,Yes,,360,2,0,5,2,0,3,5,2,4,3,1,Y
553,4,Graduate,3333,3250,2,Yes,Yes,158,360,5,1,3,4,4,1,5,4,3,2,4,Y
554,3,Not Graduate,2454,2333,5,No,Yes,181,360,4,5,3,5,2,3,2,6,4,5,1,N
555,3,Graduate,3593,4266,2,No,No,132,180,1,2,1,4,1,0,2,0,3,4,2,N
556,1,Graduate,5468,1032,1,No,No,26,360,1,3,5,1,3,2,3,1,1,4,1,Y
557,3,Graduate,2667,1625,4,No,Yes,84,360,0,3,5,0,1,1,4,0,0,1,3,Y
558,1,Graduate,10139,0,1,No,Yes,260,360,0,2,5,0,0,5,5,5,4,3,4,Y
559,1,Graduate,3887,2669,0,Yes,No,162,360,3,4,3,4,0,4,3,4,2,2,0,Y
560,1,Graduate,4180,2306,0,No,No,182,360,5,2,1,5,1,3,4,1,5,1,1,Y
561,0,Not Graduate,3675,242,0,Yes,Yes,108,360,2,1,5,0,2,5,0,7,3,5,3,Y
562,3,Graduate,19484,0,2,Yes,No,600,360,3,3,0,5,2,3,3,0,0,0,5,Y
563,2,Graduate,5923,2054,3,Yes,Yes,211,360,2,2,3,0,5,4,5,7,5,1,1,Y
564,0,Not Graduate,5800,0,4,No,No,132,360,3,5,5,5,3,1,5,4,3,4,3,Y
565,1,Graduate,8799,0,0,Yes,Yes,258,360,0,5,2,0,5,1,3,2,3,5,2,N
566,4,Not Graduate,4467,0,5,Yes,No,120,360,5,0,0,5,0,3,2,1,4,4,0,Y
567,3,Graduate,3333,0,4,Yes,No,70,360,0,2,3,0,4,3,4,5,1,3,4,Y
568,1,Graduate,3400,2500,1,No,No,123,360,1,3,1,4,1,0,4,4,3,2,0,N
569,1,Graduate,2378,0,1,No,No,9,360,3,3,5,3,2,5,5,4,3,1,5,N
570,0,Graduate,3166,2064,3,No,Yes,104,360,4,1,4,4,4,0,3,0,5,4,4,N
571,3,Graduate,3417,1750,1,Yes,No,186,360,2,4,1,3,5,4,5,7,3,2,2,Y
572,4,Graduate,5116,1451,5,Yes,Yes,165,360,2,0,2,0,1,4,4,5,5,3,2,N
573,1,Graduate,16666,0,3,Yes,No,275,360,2,4,1,0,1,2,2,1,5,3,4,Y
574,4,Not Graduate,6125,1625,0,No,Yes,187,480,0,2,0,4,0,5,2,0,3,0,1,N
575,1,Graduate,6406,0,1,No,Yes,150,360,4,2,5,3,1,5,1,4,0,0,2,N
576,3,Graduate,3159,461,3,Yes,No,108,84,3,5,4,5,1,2,0,4,0,1,4,Y
577,3,Graduate,3087,2210,4,No,Yes,136,360,3,1,1,1,5,4,0,1,1,0,0,N
578,4,Graduate,3229,2739,0,Yes,No,110,360,0,4,2,3,5,0,5,7,2,2,3,Y
579,3,Graduate,1782,2232,1,No,No,107,360,3,3,0,5,3,4,1,5,3,3,5,Y
580,3,Graduate,3182,2917,4,Yes,Yes,161,360,4,5,2,3,5,1,4,4,5,3,3,Y
581,4,Graduate,6540,0,2,No,No,205,360,0,2,1,2,5,0,4,3,5,5,3,Y
582,2,Graduate,1836,33837,0,No,No,90,360,0,2,3,1,4,3,0,2,2,3,3,N
583,2,Graduate,3166,0,0,Yes,No,36,360,3,5,3,2,5,5,0,2,5,5,2,Y
584,4,Graduate,1880,0,4,No,Yes,61,360,5,2,3,3,0,4,2,7,4,1,0,N
585,0,Graduate,2787,1917,1,No,No,146,360,0,0,4,0,0,3,1,1,3,2,2,N
586,1,Graduate,4283,3000,2,No,Yes,172,84,2,1,3,1,5,2,3,5,3,0,5,N
587,1,Graduate,2297,1522,1,Yes,No,104,360,1,0,4,2,0,1,3,5,4,5,1,Y
588,4,Not Graduate,2165,0,5,Yes,Yes,70,360,3,1,5,3,0,0,4,7,3,3,0,Y
589,3,Graduate,4750,0,1,Yes,No,94,360,2,1,4,5,1,4,4,5,5,4,2,Y
590,4,Graduate,2726,0,3,Yes,Yes,106,360,2,1,4,5,5,2,2,4,2,0,1,N
591,3,Graduate,3000,3416,0,No,No,56,180,0,0,3,0,2,5,2,7,2,5,1,Y
592,1,Graduate,6000,0,2,No,Yes,205,240,1,5,3,4,4,2,4,4,0,2,3,N
593,3,Graduate,9357,0,0,Yes,No,292,360,4,2,3,1,1,2,5,5,5,2,2,Y
594,4,Graduate,3859,3300,4,Yes,Yes,142,180,3,5,5,3,4,0,5,0,4,5,4,Y
595,0,Graduate,16120,0,0,No,No,260,360,0,2,4,2,0,4,5,6,5,0,1,Y
596,4,Not Graduate,3833,0,3,Yes,Yes,110,360,1,2,4,5,2,4,5,0,0,2,3,Y
597,1,Not Graduate,6383,1000,0,No,No,187,360,4,0,4,3,2,5,4,1,4,4,3,N
598,4,Graduate,2987,0,4,No,No,88,360,2,5,4,5,2,0,1,4,0,1,5,N
599,4,Graduate,9963,0,5,No,Yes,180,360,3,3,3,1,0,2,0,0,1,1,4,Y
600,2,Graduate,5780,0,4,No,Yes,192,360,3,4,1,5,1,2,0,0,0,1,0,Y
601,3,Graduate,416,41667,2,Yes,No,350,180,1,4,2,3,3,0,1,3,0,1,1,N
602,1,Not Graduate,2894,2792,5,Yes,No,155,360,3,3,0,5,0,0,2,7,0,3,3,Y
603,2,Graduate,5703,0,4,No,Yes,128,360,3,1,2,4,1,3,0,4,2,1,3,Y
604,0,Graduate,3676,4301,1,No,Yes,172,360,3,5,1,2,0,5,5,6,1,1,0,Y
605,3,Graduate,12000,0,1,No,Yes,496,360,1,3,3,5,3,0,0,1,2,0,4,Y
606,3,Not Graduate,2400,3800,1,No,Yes,,180,5,1,0,2,4,1,5,6,4,3,2,N
607,4,Graduate,3400,2500,1,No,No,173,360,3,4,1,1,5,5,4,5,2,5,3,Y
608,1,Not Graduate,3987,1411,0,Yes,Yes,157,360,5,3,1,3,4,0,5,5,5,1,5,Y
609,3,Graduate,3232,1950,5,Yes,No,108,360,0,5,4,3,1,5,2,6,1,2,0,Y
610,1,Graduate,2900,0,3,Yes,No,71,360,5,4,0,2,3,2,5,4,5,5,5,Y
611,3,Graduate,4106,0,1,No,No,40,180,2,3,2,5,5,3,0,4,4,5,0,Y
612,2,Graduate,8072,240,1,Yes,Yes,253,360,0,4,1,2,0,2,2,5,1,0,2,Y
613,4,Graduate,7583,0,0,Yes,Yes,187,360,2,2,0,0,3,2,1,5,3,3,2,Y
614,3,Graduate,4583,0,3,Yes,No,133,360,4,3,2,3,5,4,2,6,1,0,4,N
615,1,Graduate,5849,0,0,Yes,Yes,,360,5,0,3,1,3,0,3,6,4,0,0,Y
616,2,Graduate,4583,1508,3,No,Yes,128,360,2,1,0,5,0,0,5,1,1,1,1,N
617,0,Graduate,3000,0,0,No,Yes,66,360,2,5,1,4,0,5,5,2,3,4,1,Y
618,0,Not Graduate,2583,2358,2,Yes,No,120,360,3,1,0,3,2,5,3,7,4,5,1,Y
619,2,Graduate,6000,0,2,Yes,Yes,141,360,5,1,0,4,3,0,3,2,2,0,2,Y
620,0,Graduate,5417,4196,3,Yes,Yes,267,360,5,4,3,4,3,2,2,7,4,5,0,Y
621,3,Not Graduate,2333,1516,1,Yes,No,95,360,0,2,0,4,4,3,4,0,4,5,5,Y
622,0,Graduate,3036,2504,2,Yes,Yes,158,360,3,0,5,5,0,5,1,3,0,5,1,N
623,0,Graduate,4006,1526,2,Yes,No,168,360,0,2,1,2,1,2,4,2,4,4,5,Y
624,2,Graduate,12841,10968,0,Yes,No,349,360,4,0,3,3,3,5,2,1,1,5,4,N
625,4,Graduate,3200,700,4,Yes,No,70,360,4,5,3,0,3,4,5,3,4,4,1,Y
626,2,Graduate,2500,1840,2,No,No,109,360,3,5,5,3,0,3,5,2,0,5,0,Y
627,1,Graduate,3073,8106,4,No,Yes,200,360,1,2,4,0,0,5,1,3,1,2,5,Y
628,0,Graduate,1853,2840,1,Yes,No,114,360,4,2,1,2,1,2,0,6,2,0,4,N
629,2,Graduate,1299,1086,4,No,Yes,17,120,1,3,1,0,2,4,1,6,5,4,4,Y
630,4,Graduate,4950,0,4,No,No,125,360,5,4,0,3,5,4,0,4,5,1,2,Y
631,0,Not Graduate,3596,0,5,No,Yes,100,240,0,2,3,5,2,0,3,4,2,3,5,Y
632,3,Graduate,3510,0,2,No,Yes,76,360,5,3,1,0,4,3,0,6,4,5,3,N
633,0,Not Graduate,4887,0,2,Yes,No,133,360,2,3,0,5,2,3,1,1,2,4,3,N
634,2,Graduate,2600,3500,2,No,No,115,,5,5,3,3,1,2,1,6,5,4,1,Y
635,2,Not Graduate,7660,0,3,Yes,Yes,104,360,0,1,0,5,1,2,2,3,5,2,3,N
636,4,Graduate,5955,5625,4,Yes,Yes,315,360,2,3,1,2,5,3,1,0,0,4,2,Y
637,3,Not Graduate,2600,1911,5,Yes,No,116,360,3,3,5,0,5,1,3,6,3,4,2,N
638,0,Not Graduate,3365,1917,3,No,No,112,360,2,4,4,2,3,0,5,1,0,4,0,N
639,2,Graduate,3717,2925,3,No,No,151,360,1,4,5,5,0,1,0,6,2,1,3,N
640,3,Graduate,9560,0,5,Yes,Yes,191,360,2,0,2,4,0,4,3,7,5,1,1,Y
641,0,Graduate,2799,2253,3,No,No,122,360,4,4,1,1,2,5,2,1,3,4,2,Y
642,3,Not Graduate,4226,1040,4,Yes,Yes,110,360,4,0,5,0,0,2,3,5,2,5,3,Y
643,2,Not Graduate,1442,0,2,No,Yes,35,360,2,3,3,3,1,3,2,1,0,4,3,N
644,3,Graduate,3750,2083,1,No,No,120,360,4,4,0,4,5,1,5,2,0,5,0,Y
645,0,Graduate,4166,3369,3,No,Yes,201,360,0,5,2,1,2,4,2,1,5,1,0,N
646,1,Graduate,3167,0,3,Yes,No,74,360,1,4,2,0,1,3,4,5,1,2,3,N
647,3,Graduate,4692,0,1,Yes,No,106,360,5,4,5,2,4,2,1,6,5,5,2,N
648,0,Graduate,3500,1667,2,No,No,114,360,1,5,5,4,5,2,2,2,4,5,2,Y
649,1,Graduate,12500,3000,3,Yes,Yes,320,360,3,2,5,4,0,1,3,4,3,4,3,N
650,1,Graduate,2275,2067,2,No,Yes,,360,1,0,0,5,2,0,4,3,4,4,3,Y
651,4,Graduate,1828,1330,1,Yes,Yes,100,,2,4,5,2,3,5,2,6,4,0,2,N
652,2,Graduate,3667,1459,4,No,No,144,360,5,5,3,5,0,1,4,0,3,2,1,Y
653,2,Graduate,4166,7210,0,Yes,Yes,184,360,3,4,2,3,5,3,4,1,1,1,0,Y
654,0,Not Graduate,3748,1668,1,Yes,Yes,110,360,4,0,1,3,2,5,4,7,1,2,0,Y
655,2,Graduate,3600,0,2,No,Yes,80,360,5,1,3,4,1,3,4,6,1,2,0,N
656,1,Graduate,1800,1213,5,No,No,47,360,0,3,5,3,5,0,2,7,2,4,2,Y
657,1,Graduate,2400,0,2,No,Yes,75,360,4,2,5,1,2,4,1,2,1,5,5,Y
658,1,Graduate,3941,2336,0,No,No,134,360,3,1,2,2,5,5,1,4,0,0,3,Y
659,2,Not Graduate,4695,0,5,No,Yes,96,,5,1,0,5,5,5,0,7,0,0,1,Y
660,3,Graduate,3410,0,2,Yes,Yes,88,,0,1,2,0,0,2,5,1,0,5,4,Y
661,3,Graduate,5649,0,2,No,No,44,360,3,5,2,2,3,4,2,1,5,3,0,Y
662,2,Graduate,5821,0,1,No,Yes,144,360,3,0,1,2,4,1,2,6,2,2,1,Y
663,4,Graduate,2645,3440,4,Yes,Yes,120,360,0,3,3,3,0,1,0,6,3,3,3,N
664,3,Graduate,4000,2275,0,Yes,Yes,144,360,1,2,3,1,3,5,0,1,2,4,2,Y
665,0,Not Graduate,1928,1644,1,No,No,100,360,1,1,0,4,5,4,0,6,4,2,4,Y
666,2,Graduate,3086,0,5,Yes,Yes,120,360,0,3,5,1,0,1,2,6,1,3,0,Y
667,4,Graduate,4230,0,3,No,Yes,112,360,0,0,0,1,2,2,4,7,1,4,2,N
668,2,Graduate,4616,0,1,Yes,No,134,360,2,3,1,4,1,2,1,4,5,4,0,N
669,0,Graduate,11500,0,2,No,Yes,286,360,1,5,0,0,3,1,0,6,5,5,0,N
670,1,Graduate,2708,1167,2,No,No,97,360,3,3,5,2,5,0,2,6,0,0,4,Y
671,4,Graduate,2132,1591,2,Yes,Yes,96,360,3,2,4,0,1,1,5,3,0,5,3,Y
672,2,Graduate,3366,2200,0,No,Yes,135,360,4,5,3,0,1,3,5,2,4,0,5,N
673,1,Graduate,8080,2250,5,No,Yes,180,360,1,2,1,2,1,5,4,1,2,0,0,Y
674,1,Not Graduate,3357,2859,3,Yes,Yes,144,360,2,3,4,5,4,3,5,4,0,2,4,Y
675,2,Graduate,2500,3796,0,No,Yes,120,360,2,2,4,5,1,1,1,2,5,4,4,Y
676,4,Graduate,3029,0,2,No,Yes,99,360,1,5,3,5,3,2,3,1,0,5,0,Y
677,4,Not Graduate,2609,3449,3,Yes,No,165,180,1,5,3,1,2,3,5,6,4,1,2,N
678,3,Graduate,4945,0,2,Yes,Yes,,360,4,0,2,3,2,2,4,2,2,2,3,N
679,3,Graduate,4166,0,2,No,No,116,360,5,5,0,2,1,5,3,1,4,0,2,N
680,1,Graduate,5726,4595,1,No,Yes,258,360,4,3,3,0,1,5,2,7,1,0,2,N
681,1,Not Graduate,3200,2254,0,Yes,No,126,180,1,5,0,1,3,1,4,6,1,4,1,N
682,1,Graduate,10750,0,0,Yes,Yes,312,360,3,3,2,5,1,3,4,4,0,3,0,Y
683,2,Not Graduate,7100,0,1,Yes,Yes,125,60,5,3,4,4,2,4,2,1,4,1,4,Y
684,2,Graduate,4300,0,0,Yes,No,136,360,1,2,0,3,0,3,1,0,5,1,3,N
685,1,Graduate,3208,3066,3,No,Yes,172,360,2,5,2,3,1,5,1,7,4,0,1,Y
686,2,Not Graduate,1875,1875,0,No,No,97,360,4,1,0,2,5,3,3,6,1,4,5,Y
687,0,Graduate,3500,0,2,No,Yes,81,300,0,3,4,2,2,5,2,5,5,2,1,Y
688,0,Not Graduate,4755,0,4,Yes,No,95,,0,5,2,0,0,2,0,4,5,2,2,N
689,4,Graduate,5266,1774,4,No,No,187,360,2,2,5,1,1,2,1,2,0,5,2,Y
690,3,Graduate,3750,0,2,Yes,No,113,480,3,3,3,1,0,0,0,1,2,1,5,N
691,1,Graduate,3750,4750,3,No,No,176,360,0,2,4,1,2,0,3,0,4,5,0,N
692,2,Graduate,1000,3022,2,Yes,No,110,360,4,5,4,1,3,3,1,3,4,4,4,N
693,0,Graduate,3167,4000,3,No,No,180,300,5,3,4,1,3,1,1,6,4,5,3,N
694,4,Not Graduate,3333,2166,5,No,Yes,130,360,3,1,3,2,5,2,2,4,5,4,1,Y
695,4,Graduate,3846,0,1,Yes,Yes,111,360,1,5,1,0,5,1,0,5,3,1,1,Y
696,1,Graduate,2395,0,2,Yes,Yes,,360,1,5,3,1,2,5,0,4,0,4,5,Y
697,2,Graduate,1378,1881,3,No,Yes,167,360,3,4,4,1,5,3,4,7,3,2,2,N
698,4,Graduate,6000,2250,4,Yes,No,265,360,2,3,0,2,1,0,3,2,1,0,5,N
699,2,Graduate,3988,0,3,Yes,No,50,240,2,4,5,1,2,2,5,7,3,4,3,Y
700,0,Graduate,2366,2531,4,Yes,Yes,136,360,3,3,5,1,0,0,4,2,0,2,4,Y
701,2,Not Graduate,3333,2000,5,Yes,No,99,360,1,0,1,0,0,2,0,3,3,2,4,Y
702,2,Graduate,2500,2118,3,Yes,No,104,360,4,2,5,3,0,2,4,6,4,4,5,Y
703,1,Graduate,8566,0,5,No,No,210,360,1,2,5,5,4,4,0,0,5,2,3,Y
704,3,Graduate,5695,4167,4,No,No,175,360,4,0,4,3,5,4,2,3,3,3,1,Y
705,4,Graduate,2958,2900,1,Yes,No,131,360,5,3,0,4,0,0,4,7,3,3,3,Y
706,0,Graduate,6250,5654,3,No,No,188,180,3,5,1,2,0,2,2,1,5,5,5,Y
707,1,Not Graduate,3273,1820,2,Yes,No,81,360,0,1,5,3,4,2,0,7,5,4,4,Y
708,2,Graduate,4133,0,3,No,Yes,122,360,4,4,2,0,1,2,1,0,1,5,5,Y
709,2,Not Graduate,3620,0,5,No,Yes,25,120,0,2,5,4,5,2,2,0,4,4,5,Y
710,1,Graduate,6782,0,0,No,Yes,,360,2,4,5,1,2,1,3,2,3,2,3,N
711,2,Graduate,2484,2302,2,Yes,Yes,137,360,4,4,5,4,2,1,5,7,1,2,3,Y
712,1,Graduate,1977,997,2,Yes,Yes,50,360,3,5,1,5,3,1,2,4,3,4,4,Y
713,4,Not Graduate,4188,0,3,No,No,115,180,2,4,2,2,5,2,5,2,2,2,5,Y
714,2,Graduate,1759,3541,0,No,No,131,360,2,0,4,3,1,4,4,6,2,1,2,Y
715,4,Not Graduate,4288,3263,2,Yes,Yes,133,180,5,2,1,4,1,0,4,0,1,5,0,Y
716,1,Graduate,4843,3806,5,No,Yes,151,360,3,3,2,5,1,4,2,7,2,0,4,Y
717,1,Graduate,13650,0,5,No,Yes,,360,0,1,4,2,4,3,3,0,0,3,1,Y
718,2,Graduate,4652,3583,0,No,No,,360,2,3,5,2,3,4,4,6,2,1,3,Y
719,3,Graduate,3816,754,1,No,No,160,360,5,0,5,2,2,3,1,4,5,1,3,Y
720,2,Graduate,3052,1030,0,Yes,Yes,100,360,0,5,2,5,1,2,3,0,3,4,2,Y
721,0,Graduate,11417,1126,0,Yes,Yes,225,360,3,3,2,2,3,2,5,7,4,1,1,Y
722,4,Not Graduate,7333,0,1,Yes,No,120,360,2,5,2,0,2,3,1,2,3,3,2,N
723,3,Graduate,3800,3600,1,Yes,Yes,216,360,2,2,1,1,0,3,3,3,1,5,4,N
724,3,Not Graduate,2071,754,2,No,No,94,480,3,1,5,2,4,0,3,3,2,0,0,Y
725,0,Graduate,5316,0,3,No,Yes,136,360,1,1,3,1,2,4,4,3,5,1,3,Y
726,3,Graduate,2929,2333,0,Yes,No,139,360,2,2,2,1,2,0,3,1,2,1,1,Y
727,0,Not Graduate,3572,4114,0,No,No,152,,0,1,1,0,2,2,5,1,1,5,0,N
728,2,Graduate,7451,0,0,No,Yes,,360,0,3,5,2,4,4,4,5,2,3,0,Y
729,1,Graduate,5050,0,3,No,No,118,360,4,4,4,3,1,3,1,3,0,4,5,Y
730,1,Graduate,14583,0,2,No,Yes,185,180,5,4,0,2,0,5,0,1,0,5,4,Y
731,2,Graduate,3167,2283,3,No,No,154,360,5,5,4,2,5,0,0,2,3,5,0,Y
732,3,Graduate,2214,1398,3,No,Yes,85,360,5,0,5,4,4,2,5,6,4,1,2,Y
733,4,Graduate,5568,2142,4,Yes,Yes,175,360,2,5,1,1,4,0,0,3,1,3,3,N
734,3,Graduate,10408,0,3,No,Yes,259,360,2,3,4,0,3,4,3,4,2,0,0,Y
735,1,Graduate,5667,2667,0,Yes,Yes,180,360,0,0,4,2,4,4,4,3,3,0,2,Y
736,4,Graduate,4166,0,4,No,No,44,360,3,3,2,1,1,5,5,3,3,3,4,Y
737,1,Graduate,2137,8980,0,Yes,Yes,137,360,3,1,1,5,4,3,4,3,4,5,4,Y
738,0,Graduate,2957,0,4,Yes,No,81,360,0,4,5,3,4,2,1,1,2,3,1,Y
739,3,Not Graduate,4300,2014,2,No,No,194,360,0,2,4,0,2,5,1,5,2,0,0,Y
740,4,Graduate,3692,0,1,No,Yes,93,360,1,5,3,4,4,3,2,5,4,4,1,Y
741,4,Graduate,23803,0,0,Yes,No,370,360,1,3,4,3,0,3,0,2,1,2,5,Y
742,4,Graduate,3865,1640,0,No,No,,360,1,2,1,2,5,4,2,2,4,1,5,Y
743,1,Graduate,10513,3850,4,No,Yes,160,180,4,4,3,4,4,0,1,1,3,1,1,N
744,2,Graduate,6080,2569,3,Yes,Yes,182,360,0,1,0,4,5,4,3,4,4,3,2,N
745,1,Graduate,20166,0,5,No,Yes,650,480,5,1,2,5,1,0,3,4,0,0,2,Y
746,2,Graduate,2014,1929,4,No,Yes,74,360,2,4,5,5,5,0,4,1,5,3,0,Y
747,1,Graduate,2718,0,5,No,Yes,70,360,5,1,4,3,1,4,2,2,2,1,1,Y
748,2,Graduate,3459,0,2,Yes,Yes,25,120,0,5,5,5,3,0,3,5,4,4,3,Y
749,3,Graduate,4895,0,3,Yes,Yes,102,360,1,5,0,3,0,1,5,4,3,2,0,Y
750,4,Graduate,4000,7750,3,No,Yes,290,360,1,1,2,5,2,5,3,5,5,5,5,N
751,2,Graduate,4583,0,5,No,Yes,84,360,5,3,2,2,0,4,2,6,4,5,4,N
752,4,Graduate,3316,3500,3,Yes,No,88,360,5,0,1,2,3,1,0,0,4,0,2,Y
753,0,Graduate,14999,0,5,Yes,Yes,242,360,4,3,1,0,1,2,5,2,2,2,0,N
754,1,Not Graduate,4200,1430,5,Yes,No,129,360,5,5,5,1,1,1,5,7,1,2,3,N
755,3,Graduate,5042,2083,4,No,Yes,185,360,4,5,4,0,4,3,2,4,3,0,5,N
756,4,Graduate,5417,0,4,Yes,No,168,360,1,1,0,2,0,3,2,4,4,5,1,Y
757,0,Graduate,6950,0,3,No,Yes,175,180,1,4,4,5,4,3,5,6,0,3,1,Y
758,1,Graduate,2698,2034,5,Yes,Yes,122,360,5,3,3,5,1,1,0,0,2,4,2,Y
759,0,Graduate,11757,0,3,No,No,187,180,2,3,5,0,2,5,1,4,4,1,2,Y
760,4,Graduate,2330,4486,5,No,Yes,100,360,1,1,0,5,1,2,2,5,1,1,2,Y
761,1,Graduate,14866,0,5,No,No,70,360,5,4,2,2,1,3,2,0,0,1,3,Y
762,0,Graduate,1538,1425,2,Yes,Yes,30,360,0,3,1,4,1,3,1,4,0,2,2,Y
763,2,Graduate,10000,1666,1,No,Yes,225,360,0,4,2,3,0,0,4,0,3,1,5,N
764,0,Graduate,4860,830,3,No,No,125,360,5,4,0,5,0,2,5,5,4,1,3,Y
765,4,Graduate,6277,0,1,No,Yes,118,360,1,1,4,5,5,3,0,2,2,2,3,N
766,2,Graduate,2577,3750,5,Yes,Yes,152,360,2,1,2,2,3,1,2,3,1,1,2,Y
767,2,Graduate,9166,0,5,Yes,No,244,360,1,3,0,2,1,1,0,0,1,0,3,N
768,2,Not Graduate,2281,0,1,Yes,Yes,113,360,4,0,0,1,0,3,4,6,0,5,4,N
769,2,Graduate,3254,0,4,No,No,50,360,2,1,3,1,2,4,4,7,1,1,4,Y
770,4,Graduate,39999,0,5,No,No,600,180,4,5,2,5,2,5,2,0,5,2,4,Y
771,3,Graduate,6000,0,4,Yes,No,160,360,4,4,0,0,0,0,4,6,1,4,4,Y
772,2,Graduate,9538,0,2,No,Yes,187,360,5,5,5,5,1,0,3,6,4,3,4,Y
773,0,Graduate,2980,2083,4,Yes,No,120,360,3,4,3,1,5,5,2,5,5,1,4,Y
774,0,Graduate,4583,5625,3,Yes,No,255,360,3,1,0,4,0,0,4,5,1,5,5,Y
775,1,Not Graduate,1863,1041,3,Yes,No,98,360,0,1,3,3,0,0,4,4,5,0,1,Y
776,4,Graduate,7933,0,3,Yes,Yes,275,360,2,5,4,4,2,4,1,4,4,4,4,N
777,4,Graduate,3089,1280,5,Yes,Yes,121,360,2,2,4,2,0,4,1,3,5,3,2,N
778,1,Graduate,4167,1447,1,No,Yes,158,360,1,5,0,5,2,5,2,1,2,4,0,Y
779,1,Graduate,9323,0,5,Yes,Yes,75,180,5,1,4,3,4,5,5,5,3,3,2,Y
780,1,Graduate,3707,3166,2,No,No,182,,2,2,4,3,5,0,0,7,5,5,5,Y
781,2,Graduate,4583,0,2,No,No,112,360,5,4,3,3,0,2,2,4,1,3,0,N
782,0,Graduate,2439,3333,0,Yes,Yes,129,360,5,5,5,2,5,0,5,5,1,5,2,Y
783,3,Graduate,2237,0,0,Yes,Yes,63,480,5,1,4,3,5,2,5,2,1,2,2,N
784,0,Graduate,8000,0,0,No,No,200,360,3,0,5,0,2,4,0,2,5,2,1,Y
785,4,Not Graduate,1820,1769,1,No,Yes,95,360,4,2,1,4,5,3,2,4,2,4,4,Y
786,0,Graduate,51763,0,3,No,No,700,300,1,5,2,3,3,3,4,4,1,5,2,Y
787,2,Not Graduate,3522,0,0,No,Yes,81,180,4,3,2,1,0,0,4,1,1,5,2,N
788,3,Graduate,5708,5625,1,Yes,Yes,187,360,2,4,1,1,5,4,1,0,4,0,0,Y
789,2,Not Graduate,4344,736,5,No,Yes,87,360,4,0,3,4,1,5,4,4,5,0,0,N
790,4,Graduate,3497,1964,5,No,Yes,116,360,2,3,1,0,2,5,2,4,0,2,2,Y
791,0,Graduate,2045,1619,0,No,Yes,101,360,2,3,1,0,3,5,1,6,5,5,0,Y
792,2,Graduate,5516,11300,1,Yes,Yes,495,360,5,0,2,2,4,3,5,7,0,4,3,N
793,1,Graduate,3750,0,1,No,No,116,360,3,3,5,4,3,1,5,7,3,0,3,Y
794,0,Not Graduate,2333,1451,4,No,No,102,480,2,1,3,4,5,5,3,2,1,2,4,N
795,2,Graduate,6400,7250,3,Yes,Yes,180,360,0,4,0,4,1,3,3,2,5,3,2,N
796,2,Graduate,1916,5063,5,Yes,Yes,67,360,1,2,1,3,3,4,4,4,2,5,4,N
797,3,Graduate,4600,0,4,No,Yes,73,180,4,1,0,0,3,0,1,3,1,3,3,Y
798,0,Graduate,33846,0,5,Yes,Yes,260,360,1,2,5,2,5,1,2,7,4,1,0,N
799,1,Graduate,3625,0,5,Yes,Yes,108,360,2,0,3,0,4,5,4,6,2,1,0,Y
800,2,Graduate,39147,4750,4,No,No,120,360,4,5,1,2,3,5,2,2,4,2,4,Y
801,1,Graduate,2178,0,4,Yes,No,66,300,4,1,5,4,1,4,5,7,3,1,4,N
802,3,Graduate,2383,2138,3,Yes,No,58,360,5,1,0,2,1,5,2,0,4,2,0,Y
